------- test 1 [length 80 bytes] ----
7
-15 0 5 10
0 -10 1 -9
0 -8 1 -7
0 -6 1 -5
0 -4 1 -3
0 -2 1 -1
0 0 1 1
0 2 1 3
0 4 1 5
0 6 1 7
0 8 1 9
0 10 1 11
0 12 1 13
0 14 1 15
0 16 1 17
0 18 1 19
0 20 1 21
0 22 1 23
0 24 1 25
0 26 1 27
0 28 1 29
0 30 1 31
0 32 1 33
0 34 1 35
0 36 1 37
0 38 1 39
0 40 1 41
0 42 1 43
0 44 1 45
0 46 1 47
0 48 1 49
0 50 1 51
0 52 1 53
0 54 1 55
0 56 1 57
0 58 1 59
0 60 1 61
0 62 1 63
0 64 1 65
0 66 1 67
0 68 1 69
2 -70 3 -69
2 -68 3 -67
2 -66 3 -65
2 -64 3 -63
2 -62 3 -61
2 -60 3 -59
2 -58 3 -57
2 -56 3 -55
2 -54 3 -53
2 -52 3 -51
2 -50 3 -49
2 -48 3 -47
2 -46 3 -45
2 -44 3 -43
2 -42 3 -41
2 -40 3 -39
2 -38 3 -37
2 -36 3 -35
2 -34 3 -33
2 -32 3 -31
2 -30 3 -29
2 -28 3 -27
2 -26 3 -25
2 -24 3 -23
2 -22 3 -21
2 -20 3 -19
2 -18 3 -17
2 -16 3 -15
2 -14 3 -13
2 -12 3 -11
2 -10 3 -9
2 -8 3 -7
2 -6 3 -5
2 -4 3 -3
2 -2 3 -1
2 0 3 1
2 2 3 3
2 4 3 5
2 6 3 7
2 8 3 9
2 10 3 11
2 12 3 13
2 14 3 15
2 16 3 17
2 18 3 19
2 20 3 21
2 22 3 23
2 24 3 25
2 26 3 27
2 28 3 29
2 30 3 31
2 32 3 33
2 34 3 35
2 36 3 37
2 38 3 39
2 40 3 41
2 42 3 43
2 44 3 45
2 46 3 47
2 48 3 49
2 50 3 51
2 52 3 53
2 54 3 55
2 56 3 57
2 58 3 59
2 60 3 61
2 62 3 63
2 64 3 65
2 66 3 67
2 68 3 69
4 -70 5 -69
4 -68 5 -67
4 -66 5 -65
4 -64 5 -63
4 -62 5 -61
4 -60 5 -59
4 -58 5 -57
4 -56 5 -55
4 -54 5 -53
4 -52 5 -51
4 -50 5 -49
4 -48 5 -47
4 -46 5 -45
4 -44 5 -43
4 -42 5 -41
4 -40 5 -39
4 -38 5 -37
4 -36 5 -35
4 -34 5 -33
4 -32 5 -31
4 -30 5 -29
4 -28 5 -27
4 -26 5 -25
4 -24 5 -23
4 -22 5 -21
4 -20 5 -19
4 -18 5 -17
4 -16 5 -15
4 -14 5 -13
4 -12 5 -11
4 -10 5 -9
4 -8 5 -7
4 -6 5 -5
4 -4 5 -3
4 -2 5 -1
4 0 5 1
4 2 5 3
4 4 5 5
4 6 5 7
4 8 5 9
4 10 5 11
4 12 5 13
4 14 5 15
4 16 5 17
4 18 5 19
4 20 5 21
4 22 5 23
4 24 5 25
4 26 5 27
4 28 5 29
4 30 5 31
4 32 5 33
4 34 5 35
4 36 5 37
4 38 5 39
4 40 5 41
4 42 5 43
4 44 5 45
4 46 5 47
4 48 5 49
4 50 5 51
4 52 5 53
4 54 5 55
4 56 5 57
4 58 5 59
4 60 5 61
4 62 5 63
4 64 5 65
4 66 5 67
4 68 5 69
6 -70 7 -69
6 -68 7 -67
6 -66 7 -65
6 -64 7 -63
6 -62 7 -61
6 -60 7 -59
6 -58 7 -57
6 -56 7 -55
6 -54 7 -53
6 -52 7 -51
6 -50 7 -49
6 -48 7 -47
6 -46 7 -45
6 -44 7 -43
6 -42 7 -41
6 -40 7 -39
6 -38 7 -37
6 -36 7 -35
6 -34 7 -33
6 -32 7 -31
6 -30 7 -29
6 -28 7 -27
6 -26 7 -25
6 -24 7 -23
6 -22 7 -21
6 -20 7 -19
6 -18 7 -17
6 -16 7 -15
6 -14 7 -13
6 -12 7 -11
6 -10 7 -9
6 -8 7 -7
6 -6 7 -5
6 -4 7 -3
6 -2 7 -1
6 0 7 1
6 2 7 3
6 4 7 5
6 6 7 7
6 8 7 9
6 10 7 11
6 12 7 13
6 14 7 15
6 16 7 17
6 18 7 19
6 20 7 21
6 22 7 23
6 24 7 25
6 26 7 27
6 28 7 29
6 30 7 31
6 32 7 33
6 34 7 35
6 36 7 37
6 38 7 39
6 40 7 41
6 42 7 43
6 44 7 45
6 46 7 47
6 48 7 49
6 50 7 51
6 52 7 53
6 54 7 55
6 56 7 57
6 58 7 59
6 60 7 61
6 62 7 63
6 64 7 65
6 66 7 67
6 68 7 69
8 -70 9 -69
8 -68 9 -67
8 -66 9 -65
8 -64 9 -63
8 -62 9 -61
8 -60 9 -59
8 -58 9 -57
8 -56 9 -55
8 -54 9 -53
8 -52 9 -51
8 -50 9 -49
8 -48 9 -47
8 -46 9 -45
8 -44 9 -43
8 -42 9 -41
8 -40 9 -39
8 -38 9 -37
8 -36 9 -35
8 -34 9 -33
8 -32 9 -31
8 -30 9 -29
8 -28 9 -27
8 -26 9 -25
8 -24 9 -23
8 -22 9 -21
8 -20 9 -19
8 -18 9 -17
8 -16 9 -15
8 -14 9 -13
8 -12 9 -11
8 -10 9 -9
8 -8 9 -7
8 -6 9 -5
8 -4 9 -3
8 -2 9 -1
8 0 9 1
8 2 9 3
8 4 9 5
8 6 9 7
8 8 9 9
8 10 9 11
8 12 9 13
8 14 9 15
8 16 9 17
8 18 9 19
8 20 9 21
8 22 9 23
8 24 9 25
8 26 9 27
8 28 9 29
8 30 9 31
8 32 9 33
8 34 9 35
8 36 9 37
8 38 9 39
8 40 9 41
8 42 9 43
8 44 9 45
8 46 9 47
8 48 9 49
8 50 9 51
8 52 9 53
8 54 9 55
8 56 9 57
8 58 9 59
8 60 9 61
8 62 9 63
8 64 9 65
8 66 9 67
8 68 9 69
10 -70 11 -69
10 -68 11 -67
10 -66 11 -65
10 -64 11 -63
10 -62 11 -61
10 -60 11 -59
10 -58 11 -57
10 -56 11 -55
10 -54 11 -53
10 -52 11 -51
10 -50 11 -49
10 -48 11 -47
10 -46 11 -45
10 -44 11 -43
10 -42 11 -41
10 -40 11 -39
10 -38 11 -37
10 -36 11 -35
10 -34 11 -33
10 -32 11 -31
10 -30 11 -29
10 -28 11 -27
10 -26 11 -25
10 -24 11 -23
10 -22 11 -21
10 -20 11 -19
10 -18 11 -17
10 -16 11 -15
10 -14 11 -13
10 -12 11 -11
10 -10 11 -9
10 -8 11 -7
10 -6 11 -5
10 -4 11 -3
10 -2 11 -1
10 0 11 1
10 2 11 3
10 4 11 5
10 6 11 7
10 8 11 9
10 10 11 11
10 12 11 13
10 14 11 15
10 16 11 17
10 18 11 19
10 20 11 21
10 22 11 23
10 24 11 25
10 26 11 27
10 28 11 29
10 30 11 31
10 32 11 33
10 34 11 35
10 36 11 37
10 38 11 39
10 40 11 41
10 42 11 43
10 44 11 45
10 46 11 47
10 48 11 49
10 50 11 51
10 52 11 53
10 54 11 55
10 56 11 57
10 58 11 59
10 60 11 61
10 62 11 63
10 64 11 65
10 66 11 67
10 68 11 69
12 -70 13 -69
12 -68 13 -67
12 -66 13 -65
12 -64 13 -63
12 -62 13 -61
12 -60 13 -59
12 -58 13 -57
12 -56 13 -55
12 -54 13 -53
12 -52 13 -51
12 -50 13 -49
12 -48 13 -47
12 -46 13 -45
12 -44 13 -43
12 -42 13 -41
12 -40 13 -39
12 -38 13 -37
12 -36 13 -35
12 -34 13 -33
12 -32 13 -31
12 -30 13 -29
12 -28 13 -27
12 -26 13 -25
12 -24 13 -23
12 -22 13 -21
12 -20 13 -19
12 -18 13 -17
12 -16 13 -15
12 -14 13 -13
12 -12 13 -11
12 -10 13 -9
12 -8 13 -7
12 -6 13 -5
12 -4 13 -3
12 -2 13 -1
12 0 13 1
12 2 13 3
12 4 13 5
12 6 13 7
12 8 13 9
12 10 13 11
12 12 13 13
12 14 13 15
12 16 13 17
12 18 13 19
12 20 13 21
12 22 13 23
12 24 13 25
12 26 13 27
12 28 13 29
12 30 13 31
12 32 13 33
12 34 13 35
12 36 13 37
12 38 13 39
12 40 13 41
12 42 13 43
12 44 13 45
12 46 13 47
12 48 13 49
12 50 13 51
12 52 13 53
12 54 13 55
12 56 13 57
12 58 13 59
12 60 13 61
12 62 13 63
12 64 13 65
12 66 13 67
12 68 13 69
14 -70 15 -69
14 -68 15 -67
14 -66 15 -65
14 -64 15 -63
14 -62 15 -61
14 -60 15 -59
14 -58 15 -57
14 -56 15 -55
14 -54 15 -53
14 -52 15 -51
14 -50 15 -49
14 -48 15 -47
14 -46 15 -45
14 -44 15 -43
14 -42 15 -41
14 -40 15 -39
14 -38 15 -37
14 -36 15 -35
14 -34 15 -33
14 -32 15 -31
14 -30 15 -29
14 -28 15 -27
14 -26 15 -25
14 -24 15 -23
14 -22 15 -21
14 -20 15 -19
14 -18 15 -17
14 -16 15 -15
14 -14 15 -13
14 -12 15 -11
14 -10 15 -9
14 -8 15 -7
14 -6 15 -5
14 -4 15 -3
14 -2 15 -1
14 0 15 1
14 2 15 3
14 4 15 5
14 6 15 7
14 8 15 9
14 10 15 11
14 12 15 13
14 14 15 15
14 16 15 17
14 18 15 19
14 20 15 21
14 22 15 23
14 24 15 25
14 26 15 27
14 28 15 29
14 30 15 31
14 32 15 33
14 34 15 35
14 36 15 37
14 38 15 39
14 40 15 41
14 42 15 43
14 44 15 45
14 46 15 47
14 48 15 49
14 50 15 51
14 52 15 53
14 54 15 55
14 56 15 57
14 58 15 59
14 60 15 61
14 62 15 63
14 64 15 65
14 66 15 67
14 68 15 69
16 -70 17 -69
16 -68 17 -67
16 -66 17 -65
16 -64 17 -63
16 -62 17 -61
16 -60 17 -59
16 -58 17 -57
16 -56 17 -55
16 -54 17 -53
16 -52 17 -51
16 -50 17 -49
16 -48 17 -47
16 -46 17 -45
16 -44 17 -43
16 -42 17 -41
16 -40 17 -39
16 -38 17 -37
16 -36 17 -35
16 -34 17 -33
16 -32 17 -31
16 -30 17 -29
16 -28 17 -27
16 -26 17 -25
16 -24 17 -23
16 -22 17 -21
16 -20 17 -19
16 -18 17 -17
16 -16 17 -15
16 -14 17 -13
16 -12 17 -11
16 -10 17 -9
16 -8 17 -7
16 -6 17 -5
16 -4 17 -3
16 -2 17 -1
16 0 17 1
16 2 17 3
16 4 17 5
16 6 17 7
16 8 17 9
16 10 17 11
16 12 17 13
16 14 17 15
16 16 17 17
16 18 17 19
16 20 17 21
16 22 17 23
16 24 17 25
16 26 17 27
16 28 17 29
16 30 17 31
16 32 17 33
16 34 17 35
16 36 17 37
16 38 17 39
16 40 17 41
16 42 17 43
16 44 17 45
16 46 17 47
16 48 17 49
16 50 17 51
16 52 17 53
16 54 17 55
16 56 17 57
16 58 17 59
16 60 17 61
16 62 17 63
16 64 17 65
16 66 17 67
16 68 17 69
18 -70 19 -69
18 -68 19 -67
18 -66 19 -65
18 -64 19 -63
18 -62 19 -61
18 -60 19 -59
18 -58 19 -57
18 -56 19 -55
18 -54 19 -53
18 -52 19 -51
18 -50 19 -49
18 -48 19 -47
18 -46 19 -45
18 -44 19 -43
18 -42 19 -41
18 -40 19 -39
18 -38 19 -37
18 -36 19 -35
18 -34 19 -33
18 -32 19 -31
18 -30 19 -29
18 -28 19 -27
18 -26 19 -25
18 -24 19 -23
18 -22 19 -21
18 -20 19 -19
18 -18 19 -17
18 -16 19 -15
18 -14 19 -13
18 -12 19 -11
18 -10 19 -9
18 -8 19 -7
18 -6 19 -5
18 -4 19 -3
18 -2 19 -1
18 0 19 1
18 2 19 3
18 4 19 5
18 6 19 7
18 8 19 9
18 10 19 11
18 12 19 13
18 14 19 15
18 16 19 17
18 18 19 19
18 20 19 21
18 22 19 23
18 24 19 25
18 26 19 27
18 28 19 29
18 30 19 31
18 32 19 33
18 34 19 35
18 36 19 37
18 38 19 39
18 40 19 41
18 42 19 43
18 44 19 45
18 46 19 47
18 48 19 49
18 50 19 51
18 52 19 53
18 54 19 55
18 56 19 57
18 58 19 59
18 60 19 61
18 62 19 63
18 64 19 65
18 66 19 67
18 68 19 69
20 -70 21 -69
20 -68 21 -67
20 -66 21 -65
20 -64 21 -63
20 -62 21 -61
20 -60 21 -59
20 -58 21 -57
20 -56 21 -55
20 -54 21 -53
20 -52 21 -51
20 -50 21 -49
20 -48 21 -47
20 -46 21 -45
20 -44 21 -43
20 -42 21 -41
20 -40 21 -39
20 -38 21 -37
20 -36 21 -35
20 -34 21 -33
20 -32 21 -31
20 -30 21 -29
20 -28 21 -27
20 -26 21 -25
20 -24 21 -23
20 -22 21 -21
20 -20 21 -19
20 -18 21 -17
20 -16 21 -15
20 -14 21 -13
20 -12 21 -11
20 -10 21 -9
20 -8 21 -7
20 -6 21 -5
20 -4 21 -3
20 -2 21 -1
20 0 21 1
20 2 21 3
20 4 21 5
20 6 21 7
20 8 21 9
20 10 21 11
20 12 21 13
20 14 21 15
20 16 21 17
20 18 21 19
20 20 21 21
20 22 21 23
20 24 21 25
20 26 21 27
20 28 21 29
20 30 21 31
20 32 21 33
20 34 21 35
20 36 21 37
20 38 21 39
20 40 21 41
20 42 21 43
20 44 21 45
20 46 21 47
20 48 21 49
20 50 21 51
20 52 21 53
20 54 21 55
20 56 21 57
20 58 21 59
20 60 21 61
20 62 21 63
20 64 21 65
20 66 21 67
20 68 21 69
22 -70 23 -69
22 -68 23 -67
22 -66 23 -65
22 -64 23 -63
22 -62 23 -61
22 -60 23 -59
22 -58 23 -57
22 -56 23 -55
22 -54 23 -53
22 -52 23 -51
22 -50 23 -49
22 -48 23 -47
22 -46 23 -45
22 -44 23 -43
22 -42 23 -41
22 -40 23 -39
22 -38 23 -37
22 -36 23 -35
22 -34 23 -33
22 -32 23 -31
22 -30 23 -29
22 -28 23 -27
22 -26 23 -25
22 -24 23 -23
22 -22 23 -21
22 -20 23 -19
22 -18 23 -17
22 -16 23 -15
22 -14 23 -13
22 -12 23 -11
22 -10 23 -9
22 -8 23 -7
22 -6 23 -5
22 -4 23 -3
22 -2 23 -1
22 0 23 1
22 2 23 3
22 4 23 5
22 6 23 7
22 8 23 9
22 10 23 11
22 12 23 13
22 14 23 15
22 16 23 17
22 18 23 19
22 20 23 21
22 22 23 23
22 24 23 25
22 26 23 27
22 28 23 29
22 30 23 31
22 32 23 33
22 34 23 35
22 36 23 37
22 38 23 39
22 40 23 41
22 42 23 43
22 44 23 45
22 46 23 47
22 48 23 49
22 50 23 51
22 52 23 53
22 54 23 55
22 56 23 57
22 58 23 59
22 60 23 61
22 62 23 63
22 64 23 65
22 66 23 67
22 68 23 69
24 -70 25 -69
24 -68 25 -67
24 -66 25 -65
24 -64 25 -63
24 -62 25 -61
24 -60 25 -59
24 -58 25 -57
24 -56 25 -55
24 -54 25 -53
24 -52 25 -51
24 -50 25 -49
24 -48 25 -47
24 -46 25 -45
24 -44 25 -43
24 -42 25 -41
24 -40 25 -39
24 -38 25 -37
24 -36 25 -35
24 -34 25 -33
24 -32 25 -31
24 -30 25 -29
24 -28 25 -27
24 -26 25 -25
24 -24 25 -23
24 -22 25 -21
24 -20 25 -19
24 -18 25 -17
24 -16 25 -15
24 -14 25 -13
24 -12 25 -11
24 -10 25 -9
24 -8 25 -7
24 -6 25 -5
24 -4 25 -3
24 -2 25 -1
24 0 25 1
24 2 25 3
24 4 25 5
24 6 25 7
24 8 25 9
24 10 25 11
24 12 25 13
24 14 25 15
24 16 25 17
24 18 25 19
24 20 25 21
24 22 25 23
24 24 25 25
24 26 25 27
24 28 25 29
24 30 25 31
24 32 25 33
24 34 25 35
24 36 25 37
24 38 25 39
24 40 25 41
24 42 25 43
24 44 25 45
24 46 25 47
24 48 25 49
24 50 25 51
24 52 25 53
24 54 25 55
24 56 25 57
24 58 25 59
24 60 25 61
24 62 25 63
24 64 25 65
24 66 25 67
24 68 25 69
26 -70 27 -69
26 -68 27 -67
26 -66 27 -65
26 -64 27 -63
26 -62 27 -61
26 -60 27 -59
26 -58 27 -57
26 -56 27 -55
26 -54 27 -53
26 -52 27 -51
26 -50 27 -49
26 -48 27 -47
26 -46 27 -45
26 -44 27 -43
26 -42 27 -41
26 -40 27 -39
26 -38 27 -37
26 -36 27 -35
26 -34 27 -33
26 -32 27 -31
26 -30 27 -29
26 -28 27 -27
26 -26 27 -25
26 -24 27 -23
26 -22 27 -21
26 -20 27 -19
26 -18 27 -17
26 -16 27 -15
26 -14 27 -13
26 -12 27 -11
26 -10 27 -9
26 -8 27 -7
26 -6 27 -5
26 -4 27 -3
26 -2 27 -1
26 0 27 1
26 2 27 3
26 4 27 5
26 6 27 7
26 8 27 9
26 10 27 11
26 12 27 13
26 14 27 15
26 16 27 17
26 18 27 19
26 20 27 21
26 22 27 23
26 24 27 25
26 26 27 27
26 28 27 29
26 30 27 31
26 32 27 33
26 34 27 35
26 36 27 37
26 38 27 39
26 40 27 41
26 42 27 43
26 44 27 45
26 46 27 47
26 48 27 49
26 50 27 51
26 52 27 53
26 54 27 55
26 56 27 57
26 58 27 59
26 60 27 61
26 62 27 63
26 64 27 65
26 66 27 67
26 68 27 69
28 -70 29 -69
28 -68 29 -67
28 -66 29 -65
28 -64 29 -63
28 -62 29 -61
28 -60 29 -59
28 -58 29 -57
28 -56 29 -55
28 -54 29 -53
28 -52 29 -51
28 -50 29 -49
28 -48 29 -47
28 -46 29 -45
28 -44 29 -43
28 -42 29 -41
28 -40 29 -39
28 -38 29 -37
28 -36 29 -35
28 -34 29 -33
28 -32 29 -31
28 -30 29 -29
28 -28 29 -27
28 -26 29 -25
28 -24 29 -23
28 -22 29 -21
28 -20 29 -19
28 -18 29 -17
28 -16 29 -15
28 -14 29 -13
28 -12 29 -11
28 -10 29 -9
28 -8 29 -7
28 -6 29 -5
28 -4 29 -3
28 -2 29 -1
28 0 29 1
28 2 29 3
28 4 29 5
28 6 29 7
28 8 29 9
28 10 29 11
28 12 29 13
28 14 29 15
28 16 29 17
28 18 29 19
28 20 29 21
28 22 29 23
28 24 29 25
28 26 29 27
28 28 29 29
28 30 29 31
28 32 29 33
28 34 29 35
28 36 29 37
28 38 29 39
28 40 29 41
28 42 29 43
28 44 29 45
28 46 29 47
28 48 29 49
28 50 29 51
28 52 29 53
28 54 29 55
28 56 29 57
28 58 29 59
28 60 29 61
28 62 29 63
28 64 29 65
28 66 29 67
28 68 29 69
30 -70 31 -69
30 -68 31 -67
30 -66 31 -65
30 -64 31 -63
30 -62 31 -61
30 -60 31 -59
30 -58 31 -57
30 -56 31 -55
30 -54 31 -53
30 -52 31 -51
30 -50 31 -49
30 -48 31 -47
30 -46 31 -45
30 -44 31 -43
30 -42 31 -41
30 -40 31 -39
30 -38 31 -37
30 -36 31 -35
30 -34 31 -33
30 -32 31 -31
30 -30 31 -29
30 -28 31 -27
30 -26 31 -25
30 -24 31 -23
30 -22 31 -21
30 -20 31 -19
30 -18 31 -17
30 -16 31 -15
30 -14 31 -13
30 -12 31 -11
30 -10 31 -9
30 -8 31 -7
30 -6 31 -5
30 -4 31 -3
30 -2 31 -1
30 0 31 1
30 2 31 3
30 4 31 5
30 6 31 7
30 8 31 9
30 10 31 11
30 12 31 13
30 14 31 15
30 16 31 17
30 18 31 19
30 20 31 21
30 22 31 23
30 24 31 25
30 26 31 27
30 28 31 29
30 30 31 31
30 32 31 33
30 34 31 35
30 36 31 37
30 38 31 39
30 40 31 41
30 42 31 43
30 44 31 45
30 46 31 47
30 48 31 49
30 50 31 51
30 52 31 53
30 54 31 55
30 56 31 57
30 58 31 59
30 60 31 61
30 62 31 63
30 64 31 65
30 66 31 67
30 68 31 69
32 -70 33 -69
32 -68 33 -67
32 -66 33 -65
32 -64 33 -63
32 -62 33 -61
32 -60 33 -59
32 -58 33 -57
32 -56 33 -55
32 -54 33 -53
32 -52 33 -51
32 -50 33 -49
32 -48 33 -47
32 -46 33 -45
32 -44 33 -43
32 -42 33 -41
32 -40 33 -39
32 -38 33 -37
32 -36 33 -35
32 -34 33 -33
32 -32 33 -31
32 -30 33 -29
32 -28 33 -27
32 -26 33 -25
32 -24 33 -23
32 -22 33 -21
32 -20 33 -19
32 -18 33 -17
32 -16 33 -15
32 -14 33 -13
32 -12 33 -11
32 -10 33 -9
32 -8 33 -7
32 -6 33 -5
32 -4 33 -3
32 -2 33 -1
32 0 33 1
32 2 33 3
32 4 33 5
32 6 33 7
32 8 33 9
32 10 33 11
32 12 33 13
32 14 33 15
32 16 33 17
32 18 33 19
32 20 33 21
32 22 33 23
32 24 33 25
32 26 33 27
32 28 33 29
32 30 33 31
32 32 33 33
32 34 33 35
32 36 33 37
32 38 33 39
32 40 33 41
32 42 33 43
32 44 33 45
32 46 33 47
32 48 33 49
32 50 33 51
32 52 33 53
32 54 33 55
32 56 33 57
32 58 33 59
32 60 33 61
32 62 33 63
32 64 33 65
32 66 33 67
32 68 33 69
34 -70 35 -69
34 -68 35 -67
34 -66 35 -65
34 -64 35 -63
34 -62 35 -61
34 -60 35 -59
34 -58 35 -57
34 -56 35 -55
34 -54 35 -53
34 -52 35 -51
34 -50 35 -49
34 -48 35 -47
34 -46 35 -45
34 -44 35 -43
34 -42 35 -41
34 -40 35 -39
34 -38 35 -37
34 -36 35 -35
34 -34 35 -33
34 -32 35 -31
34 -30 35 -29
34 -28 35 -27
34 -26 35 -25
34 -24 35 -23
34 -22 35 -21
34 -20 35 -19
34 -18 35 -17
34 -16 35 -15
34 -14 35 -13
34 -12 35 -11
34 -10 35 -9
34 -8 35 -7
34 -6 35 -5
34 -4 35 -3
34 -2 35 -1
34 0 35 1
34 2 35 3
34 4 35 5
34 6 35 7
34 8 35 9
34 10 35 11
34 12 35 13
34 14 35 15
34 16 35 17
34 18 35 19
34 20 35 21
34 22 35 23
34 24 35 25
34 26 35 27
34 28 35 29
34 30 35 31
34 32 35 33
34 34 35 35
34 36 35 37
34 38 35 39
34 40 35 41
34 42 35 43
34 44 35 45
34 46 35 47
34 48 35 49
34 50 35 51
34 52 35 53
34 54 35 55
34 56 35 57
34 58 35 59
34 60 35 61
34 62 35 63
34 64 35 65
34 66 35 67
34 68 35 69
36 -70 37 -69
36 -68 37 -67
36 -66 37 -65
36 -64 37 -63
36 -62 37 -61
36 -60 37 -59
36 -58 37 -57
36 -56 37 -55
36 -54 37 -53
36 -52 37 -51
36 -50 37 -49
36 -48 37 -47
36 -46 37 -45
36 -44 37 -43
36 -42 37 -41
36 -40 37 -39
36 -38 37 -37
36 -36 37 -35
36 -34 37 -33
36 -32 37 -31
36 -30 37 -29
36 -28 37 -27
36 -26 37 -25
36 -24 37 -23
36 -22 37 -21
36 -20 37 -19
36 -18 37 -17
36 -16 37 -15
36 -14 37 -13
36 -12 37 -11
36 -10 37 -9
36 -8 37 -7
36 -6 37 -5
36 -4 37 -3
36 -2 37 -1
36 0 37 1
36 2 37 3
36 4 37 5
36 6 37 7
36 8 37 9
36 10 37 11
36 12 37 13
36 14 37 15
36 16 37 17
36 18 37 19
36 20 37 21
36 22 37 23
36 24 37 25
36 26 37 27
36 28 37 29
36 30 37 31
36 32 37 33
36 34 37 35
36 36 37 37
36 38 37 39
36 40 37 41
36 42 37 43
36 44 37 45
36 46 37 47
36 48 37 49
36 50 37 51
36 52 37 53
36 54 37 55
36 56 37 57
36 58 37 59
36 60 37 61
36 62 37 63
36 64 37 65
36 66 37 67
36 68 37 69
38 -70 39 -69
38 -68 39 -67
38 -66 39 -65
38 -64 39 -63
38 -62 39 -61
38 -60 39 -59
38 -58 39 -57
38 -56 39 -55
38 -54 39 -53
38 -52 39 -51
38 -50 39 -49
38 -48 39 -47
38 -46 39 -45
38 -44 39 -43
38 -42 39 -41
38 -40 39 -39
38 -38 39 -37
38 -36 39 -35
38 -34 39 -33
38 -32 39 -31
38 -30 39 -29
38 -28 39 -27
38 -26 39 -25
38 -24 39 -23
38 -22 39 -21
38 -20 39 -19
38 -18 39 -17
38 -16 39 -15
38 -14 39 -13
38 -12 39 -11
38 -10 39 -9
38 -8 39 -7
38 -6 39 -5
38 -4 39 -3
38 -2 39 -1
38 0 39 1
38 2 39 3
38 4 39 5
38 6 39 7
38 8 39 9
38 10 39 11
38 12 39 13
38 14 39 15
38 16 39 17
38 18 39 19
38 20 39 21
38 22 39 23
38 24 39 25
38 26 39 27
38 28 39 29
38 30 39 31
38 32 39 33
38 34 39 35
38 36 39 37
38 38 39 39
38 40 39 41
38 42 39 43
38 44 39 45
38 46 39 47
38 48 39 49
38 50 39 51
38 52 39 53
38 54 39 55
38 56 39 57
38 58 39 59
38 60 39 61
38 62 39 63
38 64 39 65
38 66 39 67
38 68 39 69
40 -70 41 -69
40 -68 41 -67
40 -66 41 -65
40 -64 41 -63
40 -62 41 -61
40 -60 41 -59
40 -58 41 -57
40 -56 41 -55
40 -54 41 -53
40 -52 41 -51
40 -50 41 -49
40 -48 41 -47
40 -46 41 -45
40 -44 41 -43
40 -42 41 -41
40 -40 41 -39
40 -38 41 -37
40 -36 41 -35
40 -34 41 -33
40 -32 41 -31
40 -30 41 -29
40 -28 41 -27
40 -26 41 -25
40 -24 41 -23
40 -22 41 -21
40 -20 41 -19
40 -18 41 -17
40 -16 41 -15
40 -14 41 -13
40 -12 41 -11
40 -10 41 -9
40 -8 41 -7
40 -6 41 -5
40 -4 41 -3
40 -2 41 -1
40 0 41 1
40 2 41 3
40 4 41 5
40 6 41 7
40 8 41 9
40 10 41 11
40 12 41 13
40 14 41 15
40 16 41 17
40 18 41 19
40 20 41 21
40 22 41 23
40 24 41 25
40 26 41 27
40 28 41 29
40 30 41 31
40 32 41 33
40 34 41 35
40 36 41 37
40 38 41 39
40 40 41 41
40 42 41 43
40 44 41 45
40 46 41 47
40 48 41 49
40 50 41 51
40 52 41 53
40 54 41 55
40 56 41 57
40 58 41 59
40 60 41 61
40 62 41 63
40 64 41 65
40 66 41 67
40 68 41 69
42 -70 43 -69
42 -68 43 -67
42 -66 43 -65
42 -64 43 -63
42 -62 43 -61
42 -60 43 -59
42 -58 43 -57
42 -56 43 -55
42 -54 43 -53
42 -52 43 -51
42 -50 43 -49
42 -48 43 -47
42 -46 43 -45
42 -44 43 -43
42 -42 43 -41
42 -40 43 -39
42 -38 43 -37
42 -36 43 -35
42 -34 43 -33
42 -32 43 -31
42 -30 43 -29
42 -28 43 -27
42 -26 43 -25
42 -24 43 -23
42 -22 43 -21
42 -20 43 -19
42 -18 43 -17
42 -16 43 -15
42 -14 43 -13
42 -12 43 -11
42 -10 43 -9
42 -8 43 -7
42 -6 43 -5
42 -4 43 -3
42 -2 43 -1
42 0 43 1
42 2 43 3
42 4 43 5
42 6 43 7
42 8 43 9
42 10 43 11
42 12 43 13
42 14 43 15
42 16 43 17
42 18 43 19
42 20 43 21
42 22 43 23
42 24 43 25
42 26 43 27
42 28 43 29
42 30 43 31
42 32 43 33
42 34 43 35
42 36 43 37
42 38 43 39
42 40 43 41
42 42 43 43
42 44 43 45
42 46 43 47
42 48 43 49
42 50 43 51
42 52 43 53
42 54 43 55
42 56 43 57
42 58 43 59
42 60 43 61
42 62 43 63
42 64 43 65
42 66 43 67
42 68 43 69
44 -70 45 -69
44 -68 45 -67
44 -66 45 -65
44 -64 45 -63
44 -62 45 -61
44 -60 45 -59
44 -58 45 -57
44 -56 45 -55
44 -54 45 -53
44 -52 45 -51
44 -50 45 -49
44 -48 45 -47
44 -46 45 -45
44 -44 45 -43
44 -42 45 -41
44 -40 45 -39
44 -38 45 -37
44 -36 45 -35
44 -34 45 -33
44 -32 45 -31
44 -30 45 -29
44 -28 45 -27
44 -26 45 -25
44 -24 45 -23
44 -22 45 -21
44 -20 45 -19
44 -18 45 -17
44 -16 45 -15
44 -14 45 -13
44 -12 45 -11
44 -10 45 -9
44 -8 45 -7
44 -6 45 -5
44 -4 45 -3
44 -2 45 -1
44 0 45 1
44 2 45 3
44 4 45 5
44 6 45 7
44 8 45 9
44 10 45 11
44 12 45 13
